ID,ACTIVITY_ID,QUESTION,IMAGE,TYPE,Category,LINK,,,,,,,,,,,,,,,,,,,
106,1,You are driving on a rural road and see a SHARP TURN (RIGHT) sign ahead. What should you do?,beginner43_sharpturnright.png,text,SITUATIONAL,https://drive.google.com/file/d/1m3OE1v1NwufdgIwLcvL4LKIzJcxijops/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
107,1,You see a CURVE (RIGHT) sign ahead on a highway. How should you prepare?,beginner47_curveright.webp,text,SITUATIONAL,https://drive.google.com/file/d/1NK5IUF-BeJ2SXNm5H0jbB_xWmUYrGv0v/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
108,1,You are driving in a country area and face a CURVE (LEFT) sign. What should you do?,beginner48_curveleft.png,text,SITUATIONAL,https://drive.google.com/file/d/1zyxBcgP75vbc5VxxmmWSGv0eMU3G3aID/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
109,1,You are driving on a curving road when you see a REVERSE CURVE (RIGHT) sign. What does this mean?,beginner49_reversecurveright.webp,text,SITUATIONAL,https://drive.google.com/file/d/1jhlWxg1KgZ5wGLOgQZXEKb-TGXH48tD9/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
110,1,You are approaching an intersection where a INTERSECTION AHEAD sign is displayed. What is the best practice?,beginner55_intersectionahead.png,text,SITUATIONAL,https://drive.google.com/file/d/1Y3gKNmcsalQOc3SWXGbNHUw1n21KhPLx/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
111,1,You are approaching a ROUNDABOUT AHEAD sign. What should you do?,beginner61_roundabout.png,text,SITUATIONAL,https://drive.google.com/file/d/1ei2EKQv3LuansniO1Orb36MfxSh_Eu5x/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
112,1,You are driving and see a TRAFFIC LIGHTS AHEAD sign. What should you do?,beginner62_trafficlights.png,text,SITUATIONAL,https://drive.google.com/file/d/1h7_UwVXo97ImlMN8MXg5B-PTdKPLoZmJ/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
113,1,"You see a SLOW DOWN, PEDESTRIAN CROSSING AHEAD sign. What should you do?",beginner70_slowdownpedestrian.png,text,SITUATIONAL,https://drive.google.com/file/d/1eCGXQItsNNW_9jEsRGx5Kgqe9hkJGd_T/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
114,1,You are driving and come across a PEDESTRIAN CROSSING AHEAD sign. What is the correct response?,beginner71_pedestriancrossing.png,text,SITUATIONAL,https://drive.google.com/file/d/1hZaCYk_F7Kzv0WK_dKgGbpr0n-SbyDe0/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
115,1,You are driving near a school zone and see a BE AWARE AND STOP FOR CHILDREN CROSSING AHEAD sign. What should you do?,beginner72_beawareandstopforchildren.png,text,SITUATIONAL,https://drive.google.com/file/d/165ISieGecG6V7LShG2ZeN67kB8iMjpRO/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
116,1,You are walking down a busy street and notice a sign that says ADVICE TO PEDESTRIANS TO CROSS AT DESIGNATED AREAS. What should you do?,beginner74_advicetothepedestrian.png,text,SITUATIONAL,https://drive.google.com/file/d/1sW8FFraQNtFZR9hRHDWNDm__L8LSt04k/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
117,1,You encountered a sign reading BE AWARE AND SLOW DOWN ON BIKE LANE AHEAD. What should you do?,beginner75_beawareandslowdownonbike.png,text,SITUATIONAL,https://drive.google.com/file/d/1QLv62JsB4E-vy0b5xsd4k-a5QMzvJ33Q/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
118,1,It’s 7:30 AM and you're driving near a school when you see a School Zone Sign. What is the correct action?,beginner79_signsofschool.png,text,SITUATIONAL,https://drive.google.com/file/d/1D36Ydz_BM9cF14dofgNCyeyzeT17O2iY/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
119,1,You are driving through a residential neighborhood when you see a Playground Sign. What should you expect?,beginner80_signsofplayground.png,text,SITUATIONAL,https://drive.google.com/file/d/1jUpsEIlYHSBWP9bNUkX94l1UetwPJrj_/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
120,1,You are driving a truck and approaching a bridge with a maximum height clearance sign of 4.8 meters. Your vehicle is 4.9 meters tall. What should you do?,beginner81_maximumheight.png,text,SITUATIONAL,https://drive.google.com/file/d/1oKDUngXfxqvsW0mtie0-dL0QG__6KvX2/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
121,1,"You are driving at night and see a “Slow Down, Accident-Prone Area” sign. What should you do?",beginner82_slowdownaccident.png,text,SITUATIONAL,https://drive.google.com/file/d/1uUZ1ofZYygTRfQQNo8GFU8fEKp-apit-/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
122,1,You are approaching a large intersection and see a Stack Direction Sign listing multiple destinations. How should you use this sign?,beginner84_stackdirectionsignmultiple.png,text,SITUATIONAL,https://drive.google.com/file/d/18MQYfH1vLGJzFecTk2G1Qqxkal4ZFGwE/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
123,1,"You are driving towards a tollway entrance, and you see a Stack Direction Sign pointing towards a single destination. What does this mean?",beginner85_stackdirectionsignsingle.png,text,SITUATIONAL,https://drive.google.com/file/d/1ItM9lgaOMomJMqoxrmOfKiQFcDm9QQKG/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
124,1,You are driving on a highway and see an Intersection Direction Sign pointing to the right with the name of a nearby town. You need to go to that town. What should you do?,beginner87_intersectiondirectionsignright.png,text,SITUATIONAL,https://drive.google.com/file/d/1xOxPn102S7ArfJ6dhMD4Ku46LcNsk9--/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
125,1,You are driving on National Highway Route 3 and need to take an exit to Sampaguita Road. You see an Intersection Direction Sign displaying both the route number and road name. How should you use this sign?,beginner90_intersectiondirectionsignwithroutenumber SCTEX.png,text,SITUATIONAL,https://drive.google.com/file/d/1k4l4dZGKK1zSLLeJyu_Fi_S-ZRUEz_cm/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
126,1,"While driving on an unfamiliar road, you see a Reassurance Direction Sign along the highway. What does this sign help with?",beginner91_Reassurancedirectionsign.png,text,SITUATIONAL,https://drive.google.com/file/d/1eL0unqKezWp-zn_w_bNHX8Slp6Y0CzEF/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
127,1,You approach a TOLL CHARGES sign while driving on an expressway. What should you do?,beginner97_tollcharges.png,text,SITUATIONAL,https://drive.google.com/file/d/1_Xs_4AynlrdojcJJtHwOZTVKClNAM9B3/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
128,1,You are driving on a multi-lane road and see LANE DIRECTION SIGNS indicating which lanes are for turning and going straight. What should you do?,beginner98_lanedirectionsigns.png,text,SITUATIONAL,https://drive.google.com/file/d/1sxr-pTHSaiQqUQ_OutwlGcKJWHspYKxS/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
129,1,You are walking near a busy road and see a USE OVERPASS sign. What should you do?,beginner100_useoverpass.png,text,SITUATIONAL,https://drive.google.com/file/d/1eqj_atF6xgVxVNIHf7u8GPm0ICaUmtKM/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
130,1,You see a CHECK BRAKES sign while approaching a steep descent. What is the best action?,beginner103_checkbrakes.png,text,SITUATIONAL,https://drive.google.com/file/d/18FqqPwBvvkGnigloCehOO0kyUMMLTE2j/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
131,1,You are driving on a rural road and see a REDUCE SPEED sign. What should you do?,beginner104_reducespeed.png,text,SITUATIONAL,https://drive.google.com/file/d/1BxE_WDapSxCHjS1JqE2SvJCmS85gc4Sp/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
132,1,You are driving and see a ROAD CLOSED sign ahead. What should you do?,beginner107_roadclosed.png,text,SITUATIONAL,https://drive.google.com/file/d/1orNawO60wKD1ER7rgMBq-EYnfgorFHGb/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
133,1,You are driving on a highway and see a ROAD NARROWS AHEAD sign. What should you do?,beginner109_roadnarrowsahead.png,text,SITUATIONAL,https://drive.google.com/file/d/1wVjiegat1vA_NBTRXC7Jjy1C5uk-yxuD/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
134,1,You see a NARROW BRIDGE AHEAD sign while driving. How should you proceed?,beginner110_narrowbridgeahead.png,text,SITUATIONAL,https://drive.google.com/file/d/1hbXj_UI6N-I_n5FLs3Sf16pOogi8V9lW/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
135,1,You are walking on a busy street and see a NO PEDESTRIAN CROSSING sign. What should you do?,beginnerlast_nopedestriancrossing.png,text,SITUATIONAL,https://drive.google.com/open?id=1QcKhDD-_fLkaO1W03SEjOBSHO_6-aQXI&usp=drive_copy,,,,,,,,,,,,,,,,,,,
136,2,You are approaching a median with a PASS EITHER SIDE sign. What should you do?,advanced1_passeither.png,text,SITUATIONAL,https://drive.google.com/file/d/1_rISuF5RdrsAzLMoeVyhEaQKp-3VXEqt/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
137,2,You are driving in the rightmost lane and see a RIGHT LANE MUST TURN RIGHT sign. What is the proper action?,advanced3_rightlanemust.png,text,SITUATIONAL,https://drive.google.com/file/d/1ywfRk1LwVTA1586hDTw2AP4PgOsxtII7/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
138,2,You are driving in the leftmost lane and see a LEFT LANE MUST TURN LEFT sign. What should you do?,advanced4_leftlanemust.png,text,SITUATIONAL,https://drive.google.com/file/d/1TdVhTlJuIuCuMI7umQvaDrpnqLim8leK/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
139,2,You are driving a truck and see a NO ENTRY FOR TRUCKS sign ahead. What is the correct action?,advanced6_noentryfortrucks.png,text,SITUATIONAL,https://drive.google.com/file/d/10MzKk6MLs41vgmcJUDPPogpT6fdpuKF0/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
140,2,You are driving and see a Y-JUNCTION AHEAD sign. What should you do?,advanced13_yjunction.webp,text,SITUATIONAL,https://drive.google.com/file/d/1kVe_6wnitgI37X_ZzHjVKv3yxooKr9Eg/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
141,2,You are driving and see a HALF Y-JUNCTION BEHIND (RIGHT) sign. What does this mean?,advanced16_halfyjunctionbehindright.webp,text,SITUATIONAL,https://drive.google.com/file/d/1knqSKH4NXZJ9UO1AZyI50-dJ8oCh26Lh/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
142,2,You see an APPROACH TO INTERSECTION MERGING TRAFFIC (RIGHT) sign ahead on the highway. What is the correct action?,advanced22_apporachtointersectionmergingtrafficright.png,text,SITUATIONAL,https://drive.google.com/file/d/1QnAU7QezZ2Vzi_0O_jGdmOoNHCPkQDHW/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
143,2,You are driving on a highway and see a ROAD NARROWS sign. What is the correct action?,advanced25_roadnarrows (2).png,text,SITUATIONAL,https://drive.google.com/file/d/1qrzQ3hKB1B70f8QweZBr6L_Ybknwe_Qi/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
144,2,You are driving and see a DIAGRAMMATIC DIRECTION SIGN showing the lanes for a highway split. What should you do?,advanced38_diagrammaticdirectionsign.png,text,SITUATIONAL,https://drive.google.com/file/d/1p6Avx96IPxTxq9dLO-IjUqu_j-Rrmrfr/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
145,2,You see a DIAGRAMMATIC DIRECTION SIGN FOR ROUNDABOUT/ROTUNDA JUNCTION indicating the direction of exit and lane guidance. What do you do?,advanced39_diagrammaticdirectionsignforroundaboutt.jpg,text,SITUATIONAL,https://drive.google.com/file/d/1uRSNHoJsX7r7QKDSqzXqW-elVL-avHmi/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
146,2,You are on a highway and observe a SERVICE SIGN showing that the next service station and rest area are 5 kilometers up ahead. What should you do?,advanced40_servicesignwithnameofservice.png,text,SITUATIONAL,https://drive.google.com/file/d/1urgKfL8kpMPCfKF6CBUws__1Ux1JVp1Y/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
147,3,You are approaching a busy intersection with a DO NOT BLOCK INTERSECTION sign. The traffic ahead has stopped. What should you do?,expert3_DoNotBlockIntersection.png,text,SITUATIONAL,https://drive.google.com/file/d/1xi5PF20jtvL9R_3ChkxoQ7PUTrTvT1L-/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
148,3,You are driving a heavy vehicle and approaching a NO ENTRY FOR VEHICLES WITH GROSS VEHICLE MASS OF MORE THAN 5 TONS sign.,expert8_NoEntryforVehicleswithGrossVehicleMassofMoreThan5Tons.png,text,SITUATIONAL,https://drive.google.com/file/d/1vFG67Z0YSvGLJyDitFkEW_IEFHmEci0A/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
149,3,You are driving on a highway and see a SERVICE SIGN indicating a gas station ahead. What should you do?,expert16_ServiceSign(AdvanceSignwithNameofService).png,text,SITUATIONAL,https://drive.google.com/file/d/1BpsYkhCY4musVg7t9GxnrkMzNCrSGV-O/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
150,3,You are driving a vehicle and see a PROHIBITED ON EXPRESSWAY sign for certain types of vehicles. What should you do?,expert17_ProhibitedonExpressway.png,text,SITUATIONAL,https://drive.google.com/file/d/1z-3FqG_qmaNDoQhODmbn0opZnOySFaFs/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
151,3,"You're driving on the highway, but the sign posted for EXIT ADVANCE SIGN shows your preferred exit is 2 km ahead. What do you do?",expert18_ExitAdvanceSign(With Distance).png,text,SITUATIONAL,https://drive.google.com/file/d/11xrw5ccMiVLntvaRyhJT8kjdFTJOqwHc/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
152,3,You are approaching a NUMBERED EXIT and see an EXIT DIRECTION SIGN indicating your exit number. What is the correct action?,expert24_ExitDirectionSignForNumberedExits.png,text,SITUATIONAL,https://drive.google.com/file/d/11Spm1Xg3H6oO-lYZp62MZkuNb3mIbkgb/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
153,3,"You are driving on a highway and encounter a SLOW VEHICLES USE RIGHT LANE sign. If you are traveling at a slower speed, what should you do?",expert28_SlowVehiclesUseRightLane.png,text,SITUATIONAL,https://drive.google.com/file/d/14ki3njmMOlYTQtrmjHlGtxVSGmvnV4ca/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
154,1,"Which road sign means you must stop completely, look right, left, then forward before proceeding?",Stop Sign.png,image,INTERACTIVE,https://drive.google.com/open?id=1Xyvhqct3KyFzWITeuDkamUoilLxBMBt6&usp=drive_copy,,,,,,,,,,,,,,,,,,,
155,1,What sign informs you to yield in order for a car following you to pass through?,Give Way.png,image,INTERACTIVE,https://drive.google.com/open?id=1ltQHpHdYrF5n9667mnVJzKYwCYHBFfyr&usp=drive_copy,,,,,,,,,,,,,,,,,,,
156,1,What sign informs you to yield to oncoming traffic when taking a left turn?,Left Turner Must Give Way.png,image,INTERACTIVE,https://drive.google.com/open?id=1iHUiPsaxZFJpKW9OorqDgGQDxLvetBSD&usp=drive_copy,,,,,,,,,,,,,,,,,,,
157,1,What sign tells you not to make a turn in any direction?,No Turns.png,image,INTERACTIVE,https://drive.google.com/open?id=1KthW_YAz9ymKEZFteQsWmgGAmf7suo5u&usp=drive_copy,,,,,,,,,,,,,,,,,,,
158,1,"What sign informs you to drive in one direction, in the direction of an arrow?",One Way.png,image,INTERACTIVE,https://drive.google.com/open?id=1zvtbiFbolRgHF5jDx9tl0TlPwKepuy0n&usp=drive_copy,,,,,,,,,,,,,,,,,,,
159,1,What sign informs you to drive to your right of the highway?,Keep Right.png,image,INTERACTIVE,https://drive.google.com/open?id=18-CA7oDOC5DQ8lMz8a_WSqu2LlpYdKX7&usp=drive_copy,,,,,,,,,,,,,,,,,,,
160,1,What sign informs you to drive your left-hand side of the street?,Keep Left.png,image,INTERACTIVE,https://drive.google.com/open?id=1JH5SeOpxmYDf2TDciQTPgL_k5eCU4TAw&usp=drive_copy,,,,,,,,,,,,,,,,,,,
161,1,Which road sign means you should adjust your speed and allow merging vehicles to enter?,Merging Traffic.png,image,INTERACTIVE,https://drive.google.com/open?id=1248ZnJdKI2byME5YnYabz6J45k0RjimD&usp=drive_copy,,,,,,,,,,,,,,,,,,,
162,1,Which road sign means no vehicle of any kind is allowed to enter?,No Entry for All Vehicles.png,image,INTERACTIVE,https://drive.google.com/open?id=1SgYdOuQEFD0zAkUKuwVXKh7mVog5dFoV&usp=drive_copy,,,,,,,,,,,,,,,,,,,
163,1,Which road sign means tricycles are not allowed to enter this area?,No Entry for Tricycles.png,image,INTERACTIVE,https://drive.google.com/open?id=1g2hQSY_6FLiTUFO1ZXlnVP2PFe15_OOs&usp=drive_copy,,,,,,,,,,,,,,,,,,,
164,1,Which road sign instructs pedestrians to cross using the overpass?,Use Overpass.png,image,INTERACTIVE,https://drive.google.com/open?id=1YrR7BmEvKkVBPE4rnIo5V8QgwnmHIupe&usp=drive_copy,,,,,,,,,,,,,,,,,,,
165,1,Which road sign means pedestrians must only cross at designated crossings?,,image,INTERACTIVE,,,,,,,,,,,,,,,,,,,,
166,1,Which road sign indicates the slowest speed you are allowed to drive?,,image,INTERACTIVE,,,,,,,,,,,,,,,,,,,,
167,1,What sign tells a car that it can stop in a location to drop off passengers or cargo?,Loading and Unloading Zone.png,image,INTERACTIVE,https://drive.google.com/open?id=1FPtmL3DDi1h-W-DSUgDfXG4Rg-mFINxR&usp=drive_copy,,,,,,,,,,,,,,,,,,,
168,1,What sign indicates passengers and cargo can be loaded and unloaded at this site?,Loading and Unloading Zone.png,image,INTERACTIVE,https://drive.google.com/open?id=1FPtmL3DDi1h-W-DSUgDfXG4Rg-mFINxR&usp=drive_copy,,,,,,,,,,,,,,,,,,,
169,1,What sign informs you not to ever stop in your car at any location?,No Parking.png,image,INTERACTIVE,https://drive.google.com/open?id=106B-gsi09ZlQNMSBOnaRR78cszBEAEcn&usp=drive_copy,,,,,,,,,,,,,,,,,,,
170,1,What sign informs a driver not to stop at any cost?,No Parking.png,image,INTERACTIVE,https://drive.google.com/open?id=106B-gsi09ZlQNMSBOnaRR78cszBEAEcn&usp=drive_copy,,,,,,,,,,,,,,,,,,,
171,1,"Which road sign means parking is prohibited, and violators may be towed?",No Parking_ Tow-Away Zone.png,image,INTERACTIVE,https://drive.google.com/open?id=1ese195zQle4JaNs-KHqflZ31b0wr5cYc&usp=drive_copy,,,,,,,,,,,,,,,,,,,
172,1,Which road sign means parking is prohibited at all times from Monday to Friday?,No Parking Anytime from Monday-Friday.png,image,INTERACTIVE,https://drive.google.com/open?id=1nWhH8B_Rzkadqd393McBfGURSfy9ycYl&usp=drive_copy,,,,,,,,,,,,,,,,,,,
173,1,What sign informs you not to stop your car at any location?,,image,INTERACTIVE,,,,,,,,,,,,,,,,,,,,
174,1,Which road sign reminds drivers and passengers to buckle their seat belts while driving?,Use Seat Belt Sign .png,image,INTERACTIVE,https://drive.google.com/open?id=10uCN-spH_qAjGORApCa8STGiP2zxAllN&usp=drive_copy,,,,,,,,,,,,,,,,,,,
175,1,Which road sign instructs drivers to avoid honking their horn?,No Blowing of Horns.png,image,INTERACTIVE,https://drive.google.com/open?id=1fffjio1PiYvIWQPDRv5d3RWlZC-sB3s_&usp=drive_copy,,,,,,,,,,,,,,,,,,,
176,1,What sign tells drivers about an impending pedestrian crossing?,Be Aware of Pedestrian Crossing.png,image,INTERACTIVE,https://drive.google.com/open?id=102JJ-4UjSDGnd36y9NPd-S4zrIRIOJed&usp=drive_copy,,,,,,,,,,,,,,,,,,,
177,1,What sign informs drivers to slow down and exercise caution for kids crossing?,Be Aware of School Children Crossing.png,image,INTERACTIVE,https://drive.google.com/open?id=1jlMIRhTTmd0xV6qPLvJQUdzptuKOeHyU&usp=drive_copy,,,,,,,,,,,,,,,,,,,
178,1,What sign tells drivers a bike path is in the distance?,Bike Lane Ahead.png,image,INTERACTIVE,https://drive.google.com/open?id=1zTS9QvbHnuPuUAaEGn0NHSmJspt16Lty&usp=drive_copy,,,,,,,,,,,,,,,,,,,
179,1,What sign informs drivers to slow down and yield to disabled persons in order for them to cross safely?,Be Aware of Persons with Disabilities Crossing.png,image,INTERACTIVE,https://drive.google.com/open?id=12k1-WNshzi8l9LHQn0g7ZR6a9hVtZMFB&usp=drive_copy,,,,,,,,,,,,,,,,,,,
180,1,What sign warns a sharp right curve in your lane?,Sharp Turn (Right).png,image,INTERACTIVE,https://drive.google.com/open?id=1ObhEBUUy59eazun4Z3GZmNaREIzkeLV2&usp=drive_copy,,,,,,,,,,,,,,,,,,,
181,1,What sign for a street indicates a street turns gently to the right?,Curve (RIGHT).png,image,INTERACTIVE,https://drive.google.com/open?id=1L0zh9WktofhVMRn85CP4UrmGOSlL9XGW&usp=drive_copy,,,,,,,,,,,,,,,,,,,
182,1,What sign for a road signifies that the road gently turns to the left?,Curve (LEFT).png,image,INTERACTIVE,https://drive.google.com/open?id=1t9a_NkKD3R3criztIuGg3MH8FGQeq3V9&usp=drive_copy,,,,,,,,,,,,,,,,,,,
183,1,"What sign signifies two successive turns, and one of them turns to the right?",Reverse Curve (Right).png,image,INTERACTIVE,https://drive.google.com/open?id=1qc-ragwLMwXcjTHIAaV_nMnBAJxRyNew&usp=drive_copy,,,,,,,,,,,,,,,,,,,
184,1,Which road sign warns drivers to slow down and prepare to yield at an intersection?,Intersection Ahead.png,image,INTERACTIVE,https://drive.google.com/file/d/1kvLWOJh1J_URMbdgogaDrtRywFbSMM7S/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
185,1,"What sign tells that the one in front, to your left, is an angled intersection?",,image,INTERACTIVE,,,,,,,,,,,,,,,,,,,,
186,1,What sign informs a driver that a road dead ends at a T-junction and a left and/or a right must be taken?,,image,INTERACTIVE,,,,,,,,,,,,,,,,,,,,
187,1,Which road sign warns you to slow down and prepare to stop for pedestrians?,"Slow Down, Pedestrian Crossing Ahead.png",image,INTERACTIVE,https://drive.google.com/open?id=1ilUS5bDVV3dcHdUJEZ1Fy57W3inggA0M&usp=drive_copy,,,,,,,,,,,,,,,,,,,
188,1,What sign tells drivers to slow down in a school zone?,Be Aware of School Children Crossing.png,image,INTERACTIVE,https://drive.google.com/open?id=1jlMIRhTTmd0xV6qPLvJQUdzptuKOeHyU&usp=drive_copy,,,,,,,,,,,,,,,,,,,
189,1,What is the sign that tells drivers to stop and yield for kids crossing the street?,Be Aware and Stop for Children Crossing Ahead.png,image,INTERACTIVE,https://drive.google.com/open?id=1ris1BGyzbvrx0n5Mof498Wd0FVwmtH7u&usp=drive_copy,,,,,,,,,,,,,,,,,,,
190,1,Which road sign advises pedestrians to cross only at designated areas?,Advice to Pedestrians to Cross at Designated Areas.png,image,INTERACTIVE,https://drive.google.com/open?id=1RHnCUffhT5LDt8nTvXF1EIVLLhg8r9SY&usp=drive_copy,,,,,,,,,,,,,,,,,,,
191,1,What sign informs drivers to slow down and use caution when seeing cyclists in a bike lane in front?,Be Aware and Slow Down on Bike Lane Ahead.png,image,INTERACTIVE,https://drive.google.com/open?id=1aPWRPjTg_J03y9mcGOdFF86GZwQ1CTlX&usp=drive_copy,,,,,,,,,,,,,,,,,,,
192,1,What is a sign that informs drivers to slow down and yield for disabled persons?,Be Aware of Persons with Disabilities Crossing.png,image,INTERACTIVE,https://drive.google.com/open?id=12k1-WNshzi8l9LHQn0g7ZR6a9hVtZMFB&usp=drive_copy,,,,,,,,,,,,,,,,,,,
193,1,What sign informs drivers to slow down and stop for school children crossing near schools?,Signs of School.png,image,INTERACTIVE,https://drive.google.com/open?id=1TfAZta14oOcnO_19Lqs2PPHww4IZsKFf&usp=drive_copy,,,,,,,,,,,,,,,,,,,
194,1,What sign tells drivers to slow down and be careful for kids at play?,Signs of Playground.png,image,INTERACTIVE,https://drive.google.com/open?id=1BwSkZ40nX_5tWzajSbhGjj6BEkdw4jRx&usp=drive_copy,,,,,,,,,,,,,,,,,,,
195,1,The height restriction sign for a 4.8-meter car height,Maximum Height of a Vehicle Must Be 4.8 Meters or Less.png,image,INTERACTIVE,https://drive.google.com/open?id=1AzcHdDjsxB5yBZ1H7VcwaWeedHmrBwQe&usp=drive_copy,,,,,,,,,,,,,,,,,,,
196,1,Which road sign warns drivers to slow down and proceed cautiously in accident-prone areas?,"Slow Down, Accident-Prone Area.png",image,INTERACTIVE,https://drive.google.com/open?id=1KTzRT2pz809cpZLfVH60H1V30jV2OUod&usp=drive_copy,,,,,,,,,,,,,,,,,,,
197,1,Which road sign shows directions to multiple destinations ahead?,Stack Direction Sign (Multiple Destinations).png,image,INTERACTIVE,https://drive.google.com/open?id=1-SA44vQchvMGNHK1ap2RhGzhwCuxmWUh&usp=drive_copy,,,,,,,,,,,,,,,,,,,
198,1,A single direction signpost tells one that a specific road continues in one direction?,Stack Direction Sign (Single Destination).png,image,INTERACTIVE,https://drive.google.com/open?id=1YxiB4000qHzZU52mbJVLZKR2WC7ZzhRK&usp=drive_copy,,,,,,,,,,,,,,,,,,,
199,1,Which road sign shows that the road turns right at the upcoming intersection?,Intersection Direction Sign (Right-Facing).png,image,INTERACTIVE,https://drive.google.com/open?id=1sxQCASS7Bkw0Q9XlnuPfr5kw5rDgKS3h&usp=drive_copy,,,,,,,,,,,,,,,,,,,
200,1,What sign provides directional information with street name and route number?,intersection Direction Sign with Route Number and Road Name.png,image,INTERACTIVE,https://drive.google.com/open?id=1TC6Fh5PQEf7DxfRRkAdUv2GkMYummqo8&usp=drive_copy,,,,,,,,,,,,,,,,,,,
201,1,What sign informs you that you're in your proper path?,Reassurance Direction Sign.png,image,INTERACTIVE,https://drive.google.com/open?id=1muzPRmKa3yNi2cJ7O60n3896awoTCEf0&usp=drive_copy,,,,,,,,,,,,,,,,,,,
202,1,Which sign shows the charges for each class and origin?,Toll Charges.png,image,INTERACTIVE,https://drive.google.com/open?id=1DcarVFOA1YcrxPFWLbfxx66HJyhVgH-_&usp=drive_copy,,,,,,,,,,,,,,,,,,,
203,1,What sign tells approved directions for a specific lane?,Lane Direction Signs.png,image,INTERACTIVE,https://drive.google.com/open?id=18uloEqKQiHiGlxJmjvBXAOennpKTczN4&usp=drive_copy,,,,,,,,,,,,,,,,,,,
206,1,Which road sign informs drivers to inspect their brakes before moving ahead?,Check Brakes.png,image,INTERACTIVE,https://drive.google.com/open?id=1KMPm5uWQiUlfw3fRqA7axV8jnIr1vX9l&usp=drive_copy,,,,,,,,,,,,,,,,,,,
207,1,The slow sign is a sign that informs drivers to slow down for road and traffic,Reduce Speed.png,image,INTERACTIVE,https://drive.google.com/open?id=1OCuPHmCRKWxLy3bEHTqYBiEFZJKkEpf8&usp=drive_copy,,,,,,,,,,,,,,,,,,,
208,1,The sign for a totally closed road for all types of vehicles,Road Closed.png,image,INTERACTIVE,https://drive.google.com/open?id=1lnCV8yHKsE3U_ZutJ29ZieCGggLO_ikj&usp=drive_copy,,,,,,,,,,,,,,,,,,,
209,1,Which road sign warns that the road ahead narrows and requires caution?,Road Narrows Ahead.png,image,INTERACTIVE,https://drive.google.com/open?id=1PLTO8BT7l0lzji71hceMarXTuxi5YESi&usp=drive_copy,,,,,,,,,,,,,,,,,,,
210,1,The sign that advises that in front is a narrow bridge and one must drive carefully is?,Narrow Bridge Ahead.png,image,INTERACTIVE,https://drive.google.com/open?id=17CqeStmgCpIlcBQTqIfuBAhUZLas4TQT&usp=drive_copy,,,,,,,,,,,,,,,,,,,
211,1,Which is the sign that prevents pedestrians from crossing?,No Pedestrian Crossing.png,image,INTERACTIVE,https://drive.google.com/file/d/1bXxb5-HZrPnlQMrzznzVdv1NP68k4XQW/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
